wavelength,h125_1,h125_2,h125_3,h126_1,h126_2,h126_3,h127_1,h127_2,h127_3,h128_1,h128_2,h128_3,u125_1,u125_2,u125_3,u126_1,u126_2,u126_3,u127_1,u127_2,u127_3,u128_1,u128_2,u128_3,u129_1,u129_2,u129_3,u130_1,u130_2,u130_3,u131_1,u131_2,u131_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,h130_1,h130_2,h130_3,h131_1,Reflection:208,h131_2,Reflection:208,h131_3,Reflection:208,h132_1,Reflection:208,h132_2,Reflection:208,h132_3,Reflection:208,u133_1,Reflection:208,u133_2,Reflection:208,u133_3,Reflection:208,u134_1,Reflection:208,u134_2,Reflection:208,u134_3,Reflection:208,u135_1,Reflection:208,u135_2,Reflection:208,u135_3,Reflection:208,u136_1,Reflection:208,u136_2,Reflection:208,u136_3,Reflection:208,h133_1,Reflection:208,h133_2,Reflection:208,h133_3,Reflection:208,h134_1,Reflection:208,h134_2,Reflection:208,h134_3,Reflection:208,h135_1,Reflection:208,h135_2,Reflection:208,h135_3,Reflection:208,h136_1,Reflection:208,h136_2,Reflection:208,h136_3,Reflection:208,u137_1,Reflection:208,u137_2,Reflection:208,u137_3,Reflection:208,u138_1,Reflection:208,u138_2,Reflection:208,u138_3,Reflection:208,u139_1,Reflection:208,u139_2,Reflection:208,u139_3,Reflection:208,u140_1,Reflection:208,u140_2,Reflection:208,u140_3,Reflection:208,h137_1,Reflection:208,h137_2,Reflection:208,h137_3,Reflection:208,h138_1,Reflection:208,h138_2,Reflection:208,h138_3,Reflection:208,h139_1,Reflection:208,h139_2,Reflection:208,h139_3,Reflection:208,h140_1,Reflection:208,h140_2,Reflection:208,h140_3,Reflection:208,u141_1,Reflection:208,u141_2,Reflection:208,u141_3,Reflection:208,u142_1,Reflection:208,u142_2,Reflection:208,u142_3,Reflection:208,u143_1,Reflection:208,u143_2,Reflection:208,u143_3,Reflection:208,u144_1,Reflection:208,u144_2,Reflection:208,u144_3,Reflection:208,h141_1,Reflection:208,h141_2,Reflection:208,h141_3,Reflection:208,142_1,Reflection:208,142_2,Reflection:208,142_3,Reflection:208,h143_1,Reflection:208,h143_2,Reflection:208,h143_3,Reflection:208,h144_1,Reflection:208,h144_2,Reflection:208,h144_3,Reflection:208,u145_1,Reflection:208,u145_2,Reflection:208,u145_3,Reflection:208,u146_1,Reflection:208,u146_2,Reflection:208,u146_3,Reflection:208,u147_1,Reflection:208,u147_2,Reflection:208,u147_3,Reflection:208,u148_1,Reflection:208,u148_2,Reflection:208,u148_3,Reflection:208,h145_1,Reflection:208,h145_2,Reflection:208,h145_3,Reflection:208,h146_1,Reflection:208,h146_2,Reflection:208,h146_3,Reflection:208,h147_1,Reflection:208,h147_2,Reflection:208,h147_3,Reflection:208,h148_1,Reflection:208,h148_2,Reflection:208,h148_3,Reflection:208
721.466,2.36369,2.59257,3.16581,2.869,2.65675,4.05356,2.13618,2.324,2.38121,2.58047,2.26716,3.22671,1.44508,1.66466,1.46033,0.62139,1.81232,1.6506,1.94669,3.53079,2.9007,2.0502,1.82418,1.64374,1.67193,2.94039,2.08774,2.15692,1.00102,1.09213,1.09833,1.39264,1.2594,1.11817,1.02569,1.10548,3.67934,4.25097,3.64788,2.23236,2.88592,2.27026,3.94945,721.466,2.25697,721.466,3.79065,721.466,2.6052,721.466,2.77729,721.466,2.05079,721.466,2.80166,721.466,2.89206,721.466,2.8336,721.466,2.7447,721.466,1.73152,721.466,2.76412,721.466,2.17509,721.466,2.27079,721.466,2.60389,721.466,2.98663,721.466,2.66533,721.466,3.14424,721.466,2.8948,721.466,1.96218,721.466,2.47214,721.466,2.83867,721.466,2.31286,721.466,2.62338,721.466,3.54801,721.466,1.84664,721.466,2.04507,721.466,2.30511,721.466,3.50725,721.466,3.47245,721.466,2.25286,721.466,2.45102,721.466,3.31855,721.466,2.64036,721.466,2.93654,721.466,2.96082,721.466,1.94983,721.466,1.7327,721.466,1.06888,721.466,3.8157,721.466,3.41363,721.466,2.70694,721.466,2.25445,721.466,2.23931,721.466,2.25739,721.466,2.85385,721.466,3.55332,721.466,2.46201,721.466,2.66809,721.466,4.44878,721.466,4.74273,721.466,4.77896,721.466,4.02051,721.466,3.61972,721.466,2.72797,721.466,2.5801,721.466,2.6679,721.466,2.33523,721.466,2.05687,721.466,2.46929,721.466,1.73762,721.466,3.14755,721.466,2.33561,721.466,2.70579,721.466,3.06895,721.466,2.41363,721.466,3.02645,721.466,3.4105,721.466,2.67237,721.466,3.32366,721.466,2.40379,721.466,1.97233,721.466,3.91047,721.466,4.55792,721.466,3.53779,721.466,3.68247,721.466,2.71333,721.466,4.40564,721.466,4.00351,721.466,3.84631,721.466,4.90638,721.466,3.59677,721.466,2.76567,721.466,2.9706,721.466,2.12818,721.466,2.07936,721.466,2.63333,721.466,2.9058,721.466,3.38443,721.466,3.47683,721.466,2.5284,721.466,2.72496,721.466,2.11061,721.466,3.11968,721.466,4.41881,721.466,2.607,721.466,4.24678,721.466,4.75404,721.466,5.40615,721.466,1.8789,721.466,2.3227,721.466,2.1471,721.466
721.782,2.53484,2.74326,3.25196,2.91906,2.64607,4.05969,2.16437,2.4272,2.33162,2.67187,2.36161,3.22603,1.43716,1.56744,1.5528,0.72996,1.76803,1.59635,1.98301,3.58629,2.92025,2.10589,1.88887,1.69653,1.68751,3.06708,2.07853,2.24059,1.08855,1.17606,1.13544,1.38459,1.2214,1.09989,1.05402,1.19422,3.7591,4.11709,3.68456,2.34489,2.91977,2.2376,3.96393,721.782,2.3189,721.782,3.96244,721.782,2.73394,721.782,3.00681,721.782,2.1753,721.782,2.84391,721.782,3.06451,721.782,2.7383,721.782,2.63293,721.782,1.74151,721.782,2.74798,721.782,2.21962,721.782,2.33849,721.782,2.64947,721.782,2.89265,721.782,2.87067,721.782,3.21695,721.782,3.04241,721.782,1.96031,721.782,2.56997,721.782,2.81697,721.782,2.35964,721.782,2.76745,721.782,3.62076,721.782,1.94197,721.782,2.00709,721.782,2.35283,721.782,3.62482,721.782,3.46951,721.782,2.30288,721.782,2.51533,721.782,3.40405,721.782,2.66406,721.782,2.98525,721.782,3.05418,721.782,1.98913,721.782,1.67843,721.782,1.07281,721.782,3.99136,721.782,3.48341,721.782,2.71404,721.782,2.21493,721.782,2.39317,721.782,2.226,721.782,2.93247,721.782,3.44843,721.782,2.36755,721.782,2.76695,721.782,4.54706,721.782,4.81108,721.782,4.83595,721.782,3.94996,721.782,3.70171,721.782,2.83976,721.782,2.62953,721.782,2.81763,721.782,2.37467,721.782,2.18823,721.782,2.56099,721.782,1.70978,721.782,3.10467,721.782,2.37607,721.782,2.88281,721.782,3.11192,721.782,2.48118,721.782,2.98112,721.782,3.35515,721.782,2.73865,721.782,3.34606,721.782,2.34014,721.782,2.06645,721.782,3.99307,721.782,4.58547,721.782,3.50013,721.782,3.67767,721.782,2.86895,721.782,4.4319,721.782,4.23726,721.782,3.94754,721.782,4.978,721.782,3.72568,721.782,2.88542,721.782,3.02016,721.782,2.22867,721.782,2.15567,721.782,2.63163,721.782,3.04827,721.782,3.28444,721.782,3.51679,721.782,2.58013,721.782,2.7157,721.782,2.11147,721.782,3.11357,721.782,4.38803,721.782,2.50166,721.782,4.15376,721.782,4.7735,721.782,5.35833,721.782,1.95009,721.782,2.34084,721.782,2.23121,721.782
722.099,2.42408,2.64265,3.14731,2.78314,2.51493,4.02824,2.02687,2.25405,2.25502,2.54477,2.16681,3.27907,1.43016,1.58352,1.41861,0.66108,1.60362,1.56162,1.90005,3.62556,2.68423,1.89963,1.74266,1.51716,1.61974,2.91008,2.1262,2.08343,0.91636,1.06226,1.01846,1.3493,1.1291,1.05871,0.92009,1.00739,3.73223,4.05621,3.49157,2.09317,2.75113,2.16706,4.04442,722.099,2.21236,722.099,3.7599,722.099,2.58417,722.099,2.74445,722.099,2.11201,722.099,2.64295,722.099,2.94408,722.099,2.68098,722.099,2.62105,722.099,1.74344,722.099,2.78506,722.099,2.17109,722.099,2.20899,722.099,2.58863,722.099,2.78927,722.099,2.67665,722.099,3.11494,722.099,2.88331,722.099,1.90125,722.099,2.53358,722.099,2.8353,722.099,2.26302,722.099,2.64007,722.099,3.45908,722.099,1.84235,722.099,2.01671,722.099,2.21958,722.099,3.60661,722.099,3.36643,722.099,2.17841,722.099,2.49038,722.099,3.32643,722.099,2.63584,722.099,2.84981,722.099,2.82483,722.099,1.83804,722.099,1.66457,722.099,1.0781,722.099,3.83049,722.099,3.50364,722.099,2.67409,722.099,2.14499,722.099,2.26469,722.099,2.19019,722.099,2.85097,722.099,3.36314,722.099,2.28201,722.099,2.53913,722.099,4.44677,722.099,4.70485,722.099,4.78154,722.099,3.77621,722.099,3.47434,722.099,2.6654,722.099,2.69463,722.099,2.66669,722.099,2.22226,722.099,2.13546,722.099,2.44183,722.099,1.70353,722.099,3.10055,722.099,2.1361,722.099,2.68942,722.099,3.20062,722.099,2.42078,722.099,2.85078,722.099,3.3171,722.099,2.59701,722.099,3.30892,722.099,2.29856,722.099,1.92252,722.099,3.89095,722.099,4.61342,722.099,3.36501,722.099,3.64369,722.099,2.72483,722.099,4.35077,722.099,4.02694,722.099,3.88297,722.099,4.99339,722.099,3.71291,722.099,2.70442,722.099,2.85014,722.099,2.06927,722.099,2.15401,722.099,2.71118,722.099,2.90023,722.099,3.33719,722.099,3.59823,722.099,2.45503,722.099,2.57274,722.099,2.04332,722.099,3.00963,722.099,4.3393,722.099,2.50024,722.099,4.07633,722.099,4.776,722.099,5.24664,722.099,1.86753,722.099,2.22921,722.099,2.14087,722.099
722.416,2.42133,2.58119,3.2428,2.74287,2.56802,4.00633,2.05876,2.40725,2.27536,2.54395,2.27187,3.14834,1.43795,1.42188,1.46683,0.44067,1.80299,1.54631,1.85202,3.58822,2.83649,1.96809,1.76779,1.67128,1.64294,2.93239,2.05605,2.13072,0.94626,0.99012,1.01274,1.24445,1.29667,1.01353,0.89704,1.01996,3.74977,4.17486,3.50525,2.20785,2.76958,2.26826,3.87041,722.416,2.06808,722.416,3.81981,722.416,2.59491,722.416,2.91404,722.416,1.92729,722.416,2.79329,722.416,3.05014,722.416,2.7129,722.416,2.78775,722.416,1.79841,722.416,2.87572,722.416,2.17314,722.416,2.27169,722.416,2.6244,722.416,2.88474,722.416,2.63733,722.416,3.15171,722.416,2.92102,722.416,1.96779,722.416,2.53083,722.416,2.86049,722.416,2.26122,722.416,2.75959,722.416,3.5517,722.416,1.78373,722.416,1.98698,722.416,2.24185,722.416,3.42872,722.416,3.228,722.416,2.29266,722.416,2.59906,722.416,3.33584,722.416,2.69833,722.416,3.04945,722.416,2.9595,722.416,1.81672,722.416,1.72456,722.416,1.05583,722.416,3.86796,722.416,3.62054,722.416,2.7652,722.416,2.24527,722.416,2.32994,722.416,2.16797,722.416,2.9213,722.416,3.50231,722.416,2.47574,722.416,2.64423,722.416,4.46988,722.416,4.85835,722.416,4.78685,722.416,3.84638,722.416,3.64511,722.416,2.75223,722.416,2.69839,722.416,2.93499,722.416,2.3287,722.416,2.13238,722.416,2.67402,722.416,1.70559,722.416,3.23129,722.416,2.31762,722.416,2.85267,722.416,3.17094,722.416,2.45769,722.416,2.91277,722.416,3.3462,722.416,2.67154,722.416,3.2983,722.416,2.31834,722.416,2.02738,722.416,3.81758,722.416,4.43312,722.416,3.59805,722.416,3.67158,722.416,2.78423,722.416,4.44987,722.416,4.27852,722.416,3.85329,722.416,5.02944,722.416,3.71557,722.416,2.9492,722.416,2.99867,722.416,2.06642,722.416,2.19078,722.416,2.73079,722.416,3.13177,722.416,3.45935,722.416,3.67249,722.416,2.54764,722.416,2.5479,722.416,2.11211,722.416,3.08712,722.416,4.49459,722.416,2.54125,722.416,4.00835,722.416,4.76038,722.416,5.39633,722.416,2.003,722.416,2.2325,722.416,2.11283,722.416
722.732,2.541,2.71894,3.31793,2.8151,2.52678,4.10246,2.14187,2.43833,2.42083,2.69008,2.34344,3.31004,1.45867,1.54063,1.57629,0.67433,1.79322,1.60794,1.92438,3.68225,2.97087,2.07073,1.80726,1.78077,1.78618,3.00452,2.16732,2.20189,1.0011,1.06483,1.02158,1.36536,1.25382,1.15747,1.05347,1.11926,3.7783,4.28234,3.62861,2.31185,2.94219,2.47879,4.06631,722.732,2.27181,722.732,3.80138,722.732,2.73959,722.732,2.94711,722.732,2.15396,722.732,2.8456,722.732,3.04857,722.732,2.72167,722.732,2.91486,722.732,1.92955,722.732,2.98229,722.732,2.35358,722.732,2.38311,722.732,2.74895,722.732,2.97488,722.732,2.84074,722.732,3.35523,722.732,3.03873,722.732,2.03058,722.732,2.56894,722.732,2.96789,722.732,2.3288,722.732,2.72021,722.732,3.62108,722.732,1.90598,722.732,2.11702,722.732,2.22078,722.732,3.63104,722.732,3.4138,722.732,2.3149,722.732,2.63567,722.732,3.4563,722.732,2.84845,722.732,3.09405,722.732,3.04064,722.732,1.96542,722.732,1.65866,722.732,1.05087,722.732,3.96405,722.732,3.6345,722.732,2.94549,722.732,2.28735,722.732,2.32611,722.732,2.24763,722.732,3.0452,722.732,3.51635,722.732,2.35717,722.732,2.71623,722.732,4.55406,722.732,4.87346,722.732,4.91247,722.732,4.12694,722.732,3.65697,722.732,2.94816,722.732,2.74952,722.732,2.94425,722.732,2.42282,722.732,2.17872,722.732,2.61053,722.732,1.79914,722.732,3.18406,722.732,2.36903,722.732,2.85262,722.732,3.29673,722.732,2.57673,722.732,3.16381,722.732,3.44998,722.732,2.61118,722.732,3.34793,722.732,2.34369,722.732,2.02169,722.732,3.86473,722.732,4.59028,722.732,3.55263,722.732,3.698,722.732,2.77485,722.732,4.45174,722.732,4.45559,722.732,4.01297,722.732,5.11529,722.732,3.88994,722.732,2.95532,722.732,3.06832,722.732,2.19722,722.732,2.26104,722.732,2.84858,722.732,3.14609,722.732,3.49532,722.732,3.58532,722.732,2.50508,722.732,2.7221,722.732,2.16055,722.732,3.13274,722.732,4.60063,722.732,2.57686,722.732,4.11997,722.732,4.7516,722.732,5.42459,722.732,1.95982,722.732,2.36942,722.732,2.12375,722.732
723.049,2.65468,2.67527,3.40391,2.87466,2.60225,4.25367,2.17108,2.63158,2.3676,2.65211,2.29757,3.38619,1.53862,1.70709,1.59044,0.75651,1.925,1.72102,2.09115,3.74691,2.90033,2.20609,1.88534,1.88998,1.83285,3.19426,2.36778,2.33216,1.11747,1.1493,1.06278,1.37632,1.34136,1.05477,0.9834,1.13366,3.95107,4.2244,3.70077,2.34792,2.91451,2.37799,4.1303,723.049,2.30374,723.049,3.9694,723.049,2.74298,723.049,3.01527,723.049,2.24092,723.049,2.92881,723.049,3.16621,723.049,2.86183,723.049,3.02878,723.049,1.91449,723.049,2.99101,723.049,2.34199,723.049,2.51053,723.049,2.81203,723.049,3.02462,723.049,2.95325,723.049,3.4121,723.049,3.02041,723.049,2.09726,723.049,2.68963,723.049,2.97849,723.049,2.35813,723.049,2.9161,723.049,3.71373,723.049,2.0169,723.049,2.0972,723.049,2.38538,723.049,3.60545,723.049,3.4759,723.049,2.44486,723.049,2.78379,723.049,3.63782,723.049,2.88354,723.049,3.08234,723.049,3.20757,723.049,2.05556,723.049,1.74612,723.049,1.12258,723.049,4.05707,723.049,3.74257,723.049,2.96042,723.049,2.30336,723.049,2.51823,723.049,2.36338,723.049,3.07106,723.049,3.49328,723.049,2.56263,723.049,2.62025,723.049,4.58825,723.049,4.90404,723.049,5.01027,723.049,3.95472,723.049,3.60626,723.049,2.92159,723.049,2.7799,723.049,2.97889,723.049,2.41329,723.049,2.2388,723.049,2.73077,723.049,1.89008,723.049,3.3057,723.049,2.38671,723.049,2.86073,723.049,3.5091,723.049,2.60275,723.049,3.03872,723.049,3.55168,723.049,2.72727,723.049,3.43041,723.049,2.49736,723.049,1.97778,723.049,3.86488,723.049,4.69999,723.049,3.4516,723.049,3.83169,723.049,2.89949,723.049,4.48642,723.049,4.47054,723.049,4.085,723.049,5.35212,723.049,3.99886,723.049,3.00754,723.049,3.15111,723.049,2.29351,723.049,2.23465,723.049,3.00397,723.049,3.1725,723.049,3.58124,723.049,3.7683,723.049,2.55634,723.049,2.72565,723.049,2.2819,723.049,3.10839,723.049,4.56199,723.049,2.62259,723.049,4.21639,723.049,4.74958,723.049,5.5106,723.049,1.9805,723.049,2.27614,723.049,2.2235,723.049
723.366,2.45797,2.73746,3.51498,2.91351,2.61182,4.04936,2.14939,2.57148,2.36093,2.73973,2.43411,3.33677,1.4539,1.71002,1.56901,0.67963,1.88109,1.67484,2.00599,3.64271,2.93639,2.12461,1.77428,1.81536,1.75688,3.23808,2.30208,2.31936,1.04681,1.0513,1.12066,1.37322,1.27507,1.18542,0.97584,1.08081,3.8393,4.24424,3.69565,2.32932,2.84735,2.47174,4.06394,723.366,2.20615,723.366,3.96303,723.366,2.80953,723.366,3.09141,723.366,2.12719,723.366,3.00539,723.366,3.21477,723.366,2.94192,723.366,2.94955,723.366,1.92758,723.366,3.01879,723.366,2.38928,723.366,2.51067,723.366,2.74029,723.366,3.07918,723.366,2.96898,723.366,3.42975,723.366,2.98835,723.366,1.92359,723.366,2.65155,723.366,2.96978,723.366,2.32287,723.366,2.94045,723.366,3.76379,723.366,1.94997,723.366,2.16261,723.366,2.33652,723.366,3.58201,723.366,3.49592,723.366,2.37121,723.366,2.74645,723.366,3.66765,723.366,2.82785,723.366,3.19558,723.366,3.26492,723.366,2.04072,723.366,1.77773,723.366,1.16474,723.366,4.05811,723.366,3.84798,723.366,2.9461,723.366,2.31485,723.366,2.35407,723.366,2.22825,723.366,3.13771,723.366,3.60081,723.366,2.44141,723.366,2.66347,723.366,4.76911,723.366,4.81815,723.366,4.8376,723.366,3.98146,723.366,3.77581,723.366,3.01102,723.366,2.88698,723.366,2.97543,723.366,2.4066,723.366,2.2376,723.366,2.73683,723.366,1.75222,723.366,3.28245,723.366,2.42493,723.366,2.98815,723.366,3.41863,723.366,2.65516,723.366,3.00885,723.366,3.48724,723.366,2.69108,723.366,3.39134,723.366,2.41089,723.366,2.05549,723.366,3.94494,723.366,4.59695,723.366,3.67127,723.366,3.83843,723.366,2.81665,723.366,4.56327,723.366,4.44904,723.366,4.11711,723.366,5.39509,723.366,3.8555,723.366,3.01195,723.366,3.07358,723.366,2.32487,723.366,2.3515,723.366,2.92606,723.366,3.19868,723.366,3.54156,723.366,3.82459,723.366,2.63222,723.366,2.65253,723.366,2.16121,723.366,3.1356,723.366,4.62009,723.366,2.69642,723.366,4.16529,723.366,4.86989,723.366,5.54148,723.366,2.07829,723.366,2.49598,723.366,2.30642,723.366
723.682,2.51007,2.66798,3.52755,2.95601,2.61107,4.22618,2.17894,2.52524,2.43447,2.66139,2.33618,3.43962,1.47958,1.61307,1.68676,0.75351,1.91485,1.84418,2.08349,3.72863,2.90495,2.08898,1.8472,1.86965,1.78042,3.24298,2.32712,2.39377,1.01119,1.21893,1.1918,1.31975,1.4226,1.23108,0.99035,1.07785,3.88926,4.2657,3.73732,2.3791,2.97845,2.3828,4.11747,723.682,2.34734,723.682,4.13369,723.682,2.88923,723.682,3.15018,723.682,2.27803,723.682,2.95638,723.682,3.28177,723.682,2.9549,723.682,3.03851,723.682,2.07492,723.682,3.13853,723.682,2.49151,723.682,2.5343,723.682,2.96088,723.682,3.19809,723.682,3.01952,723.682,3.42926,723.682,2.96396,723.682,2.09163,723.682,2.69727,723.682,2.98086,723.682,2.4259,723.682,2.84095,723.682,3.7425,723.682,2.02041,723.682,2.07085,723.682,2.40012,723.682,3.7023,723.682,3.51435,723.682,2.49341,723.682,2.79064,723.682,3.59412,723.682,3.0189,723.682,3.10686,723.682,3.19803,723.682,1.97383,723.682,1.85677,723.682,1.15024,723.682,4.07048,723.682,3.96197,723.682,3.08735,723.682,2.2775,723.682,2.43324,723.682,2.30784,723.682,3.1196,723.682,3.59688,723.682,2.41307,723.682,2.75419,723.682,4.78535,723.682,5.01289,723.682,4.8452,723.682,4.18432,723.682,3.67984,723.682,2.89561,723.682,2.9412,723.682,3.01779,723.682,2.51607,723.682,2.34555,723.682,2.69592,723.682,1.86708,723.682,3.37105,723.682,2.53013,723.682,2.96005,723.682,3.53619,723.682,2.686,723.682,3.15829,723.682,3.60772,723.682,2.7733,723.682,3.45539,723.682,2.37215,723.682,2.09574,723.682,3.92407,723.682,4.6821,723.682,3.61035,723.682,3.80636,723.682,2.84483,723.682,4.64222,723.682,4.55151,723.682,4.2638,723.682,5.49221,723.682,3.9642,723.682,3.12459,723.682,3.04097,723.682,2.29168,723.682,2.28669,723.682,3.06948,723.682,3.23712,723.682,3.67656,723.682,3.82199,723.682,2.57696,723.682,2.79793,723.682,2.09075,723.682,3.25518,723.682,4.65786,723.682,2.71346,723.682,4.22143,723.682,4.76598,723.682,5.45628,723.682,2.02913,723.682,2.32768,723.682,2.28906,723.682
723.999,2.61165,2.74487,3.53213,2.9187,2.65077,4.17121,2.22547,2.74915,2.30894,2.70245,2.36099,3.40282,1.43162,1.6903,1.53497,0.73808,1.85413,1.74818,2.04287,3.80323,3.01236,2.20342,1.91816,1.78377,1.87575,3.17794,2.22864,2.47365,1.03141,1.04488,1.12786,1.40877,1.25698,1.17636,1.07103,1.10749,3.95408,4.27561,3.72652,2.53339,2.92044,2.40496,4.04085,723.999,2.33447,723.999,3.89918,723.999,2.79977,723.999,3.19675,723.999,2.17721,723.999,3.05223,723.999,3.33128,723.999,2.93746,723.999,3.01373,723.999,2.00344,723.999,3.1085,723.999,2.5065,723.999,2.38167,723.999,2.78847,723.999,3.1357,723.999,3.10092,723.999,3.44704,723.999,3.09068,723.999,2.03915,723.999,2.66804,723.999,2.92684,723.999,2.43843,723.999,2.65674,723.999,3.79931,723.999,1.92667,723.999,2.08082,723.999,2.2654,723.999,3.4776,723.999,3.41748,723.999,2.52424,723.999,2.73896,723.999,3.66941,723.999,2.89344,723.999,3.10484,723.999,3.32482,723.999,2.07696,723.999,1.8244,723.999,1.10169,723.999,4.24423,723.999,3.912,723.999,3.08509,723.999,2.40886,723.999,2.38033,723.999,2.35127,723.999,3.14966,723.999,3.65093,723.999,2.51632,723.999,2.8574,723.999,4.71897,723.999,4.88974,723.999,4.92851,723.999,4.16477,723.999,3.72321,723.999,3.06121,723.999,2.83711,723.999,2.987,723.999,2.56739,723.999,2.30007,723.999,2.59732,723.999,1.92847,723.999,3.57765,723.999,2.53162,723.999,2.97004,723.999,3.42563,723.999,2.72559,723.999,3.12286,723.999,3.52784,723.999,2.63948,723.999,3.54493,723.999,2.37381,723.999,2.11314,723.999,4.09069,723.999,4.6006,723.999,3.47517,723.999,3.83427,723.999,2.85021,723.999,4.706,723.999,4.5865,723.999,4.11968,723.999,5.48138,723.999,4.02598,723.999,3.06959,723.999,3.17752,723.999,2.34555,723.999,2.41711,723.999,2.95741,723.999,3.22181,723.999,3.73904,723.999,4.02033,723.999,2.58222,723.999,2.77294,723.999,2.20597,723.999,3.14327,723.999,4.72715,723.999,2.67253,723.999,4.36194,723.999,4.90044,723.999,5.43224,723.999,2.12125,723.999,2.32454,723.999,2.29395,723.999
724.315,2.56426,2.63498,3.46301,2.89436,2.71101,4.13242,2.09321,2.67871,2.2517,2.69688,2.23996,3.25796,1.34431,1.62728,1.59466,0.66903,1.86639,1.67598,2.06116,3.74143,2.95114,2.00924,1.75377,1.63037,1.70967,3.14963,2.33265,2.37359,0.88424,1.12203,0.94588,1.28273,1.12954,0.99414,0.95175,1.07257,3.83512,4.22636,3.65443,2.29094,2.90622,2.36438,4.03128,724.315,2.35536,724.315,3.95601,724.315,2.74224,724.315,3.01732,724.315,2.27536,724.315,3.01284,724.315,3.28521,724.315,2.83164,724.315,2.91518,724.315,1.96558,724.315,2.98521,724.315,2.41,724.315,2.44874,724.315,2.78022,724.315,3.07442,724.315,2.96641,724.315,3.31499,724.315,2.93884,724.315,1.98065,724.315,2.59227,724.315,2.73909,724.315,2.2076,724.315,2.65347,724.315,3.79096,724.315,1.86034,724.315,2.00886,724.315,2.33063,724.315,3.54187,724.315,3.49796,724.315,2.48087,724.315,2.67871,724.315,3.67055,724.315,2.8791,724.315,3.13355,724.315,3.27031,724.315,2.0073,724.315,1.70929,724.315,0.9618,724.315,4.02623,724.315,3.89857,724.315,2.96595,724.315,2.34765,724.315,2.25793,724.315,2.21585,724.315,2.98167,724.315,3.45498,724.315,2.46648,724.315,2.70153,724.315,4.61843,724.315,4.84592,724.315,4.94595,724.315,3.92915,724.315,3.61228,724.315,2.90553,724.315,2.81815,724.315,2.98073,724.315,2.3787,724.315,2.32812,724.315,2.64218,724.315,1.76904,724.315,3.46474,724.315,2.38659,724.315,2.96367,724.315,3.29359,724.315,2.59996,724.315,2.95364,724.315,3.55273,724.315,2.68674,724.315,3.37937,724.315,2.32417,724.315,2.08116,724.315,3.68333,724.315,4.53895,724.315,3.48047,724.315,3.7754,724.315,2.79172,724.315,4.35167,724.315,4.51406,724.315,4.10538,724.315,5.40159,724.315,4.1096,724.315,2.93965,724.315,3.06751,724.315,2.18226,724.315,2.21464,724.315,2.86425,724.315,3.15918,724.315,3.84766,724.315,3.75492,724.315,2.51138,724.315,2.6187,724.315,2.22488,724.315,2.90352,724.315,4.57528,724.315,2.70501,724.315,4.1104,724.315,4.73679,724.315,5.28577,724.315,1.97264,724.315,2.19216,724.315,2.07146,724.315
724.631,2.49789,2.78219,3.43358,2.93231,2.71094,4.11105,2.05376,2.65147,2.29869,2.71901,2.28395,3.28428,1.45718,1.58752,1.55092,0.63576,1.85047,1.63515,2.00966,3.79928,2.91039,2.04248,1.75616,1.71156,1.93388,3.28497,2.28376,2.39016,0.95043,1.0518,1.17023,1.29692,1.24274,1.10452,0.99163,1.07599,3.80211,4.10002,3.51888,2.36509,2.96734,2.45858,4.09272,724.631,2.29435,724.631,3.96212,724.631,2.70786,724.631,3.16194,724.631,2.14895,724.631,3.09396,724.631,3.26412,724.631,3.00476,724.631,3.02668,724.631,1.94748,724.631,3.12987,724.631,2.37208,724.631,2.50652,724.631,2.80424,724.631,3.15142,724.631,2.93168,724.631,3.56398,724.631,2.89004,724.631,1.92928,724.631,2.68511,724.631,2.84582,724.631,2.30304,724.631,2.83492,724.631,3.67536,724.631,1.94018,724.631,2.01691,724.631,2.39867,724.631,3.59599,724.631,3.46646,724.631,2.62635,724.631,2.79162,724.631,3.63572,724.631,2.94107,724.631,3.21975,724.631,3.28113,724.631,2.1144,724.631,1.7744,724.631,1.07224,724.631,4.30436,724.631,3.86825,724.631,3.03421,724.631,2.28845,724.631,2.32326,724.631,2.18233,724.631,2.96898,724.631,3.58773,724.631,2.46365,724.631,2.7368,724.631,4.63983,724.631,4.96806,724.631,4.96854,724.631,4.01486,724.631,3.74016,724.631,3.11917,724.631,2.97466,724.631,3.12269,724.631,2.43229,724.631,2.40714,724.631,2.8023,724.631,1.9029,724.631,3.45376,724.631,2.57221,724.631,2.9627,724.631,3.47445,724.631,2.63095,724.631,2.98392,724.631,3.5513,724.631,2.71213,724.631,3.36211,724.631,2.32745,724.631,2.05491,724.631,3.99255,724.631,4.50329,724.631,3.5832,724.631,3.63674,724.631,2.82251,724.631,4.57582,724.631,4.63388,724.631,4.21345,724.631,5.5251,724.631,4.1301,724.631,3.08659,724.631,3.25686,724.631,2.33333,724.631,2.36929,724.631,2.99528,724.631,3.24023,724.631,3.83627,724.631,3.91563,724.631,2.65501,724.631,2.67907,724.631,2.20876,724.631,3.12688,724.631,4.63516,724.631,2.59755,724.631,4.28232,724.631,4.83727,724.631,5.39944,724.631,1.93338,724.631,2.36821,724.631,2.17057,724.631
