#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Button Down,Host Connected,Button Up,End of File
1202,08/02/2024 17:10:00,28.901,,,,
1203,08/02/2024 17:20:00,28.816,,,,
1204,08/02/2024 17:30:00,28.783,,,,
1205,08/02/2024 17:40:00,28.698,,,,
1206,08/02/2024 17:50:00,28.655,,,,
1207,08/02/2024 18:00:00,28.580,,,,
1208,08/02/2024 18:10:00,28.505,,,,
1209,08/02/2024 18:20:00,28.429,,,,
1210,08/02/2024 18:30:00,28.376,,,,
1211,08/02/2024 18:40:00,28.290,,,,
1212,08/02/2024 18:50:00,28.226,,,,
1213,08/02/2024 19:00:00,28.151,,,,
1214,08/02/2024 19:10:00,28.065,,,,
1215,08/02/2024 19:20:00,27.990,,,,
1216,08/02/2024 19:30:00,27.882,,,,
1217,08/02/2024 19:40:00,27.807,,,,
1218,08/02/2024 19:50:00,27.711,,,,
1219,08/02/2024 20:00:00,27.636,,,,
1220,08/02/2024 20:10:00,27.539,,,,
1221,08/02/2024 20:20:00,27.486,,,,
1222,08/02/2024 20:30:00,27.400,,,,
1223,08/02/2024 20:40:00,27.346,,,,
1224,08/02/2024 20:50:00,27.271,,,,
1225,08/02/2024 21:00:00,27.164,,,,
1226,08/02/2024 21:10:00,27.132,,,,
1227,08/02/2024 21:20:00,27.046,,,,
1228,08/02/2024 21:30:00,26.982,,,,
1229,08/02/2024 21:40:00,26.885,,,,
1230,08/02/2024 21:50:00,26.799,,,,
1231,08/02/2024 22:00:00,26.692,,,,
1232,08/02/2024 22:10:00,26.595,,,,
1233,08/02/2024 22:20:00,26.510,,,,
1234,08/02/2024 22:30:00,26.424,,,,
1235,08/02/2024 22:40:00,26.317,,,,
1236,08/02/2024 22:50:00,26.274,,,,
1237,08/02/2024 23:00:00,26.188,,,,
1238,08/02/2024 23:10:00,26.102,,,,
1239,08/02/2024 23:20:00,26.027,,,,
1240,08/02/2024 23:30:00,25.952,,,,
1241,08/02/2024 23:40:00,25.888,,,,
1242,08/02/2024 23:50:00,25.813,,,,
